Datetime,Name,Job_title,Skills,Description
2020-06-21 01:10:40-07:00,Network Guard,Software Development Lead Android Hong Kong Singapore,"['dev', 'exec', 'android', 'digital nomad']","
We&rsquo;re looking for a Software Development Lead &ndash; Android

We&rsquo;re looking for an experienced people-manager with great technical skills to lead our team of engineers building our Android application.&nbsp;

Your goals will be to maximize the velocity of delivery for your team and ensure they fulfill business requirements whilst meeting high quality, security and privacy bars. You&rsquo;ll have the freedom as a team to solve problems intelligently, using the latest Android&nbsp;technologies

We believe all our leads should be both great people leads but also be highly technical and hands-on. Expect to be involved in all aspects of your team&rsquo;s work, including hands-on coding, problem-solving, tech designs, code reviews, and test plans.

Responsibilities

Your goals will be to ensure high velocity of delivery for all teams and ensure we fulfill business requirements whilst meeting high quality, security and privacy bars. You will deliver the easiest to use, fastest, most reliable, and most secure consumer apps in the market.

Specifically, you will:


* Manage a team of experienced leads. Hire, motivate, mentor, define responsibilities, hold people accountable, manage career plans.

* Promote engineering excellence.&nbsp;


* Ensure we have efficient processes and use the right tools

* Ensure individual teams interact with each other effectively and manage dependencies efficiently&nbsp;

* Ensure test quality and coverage bar is high across all teams









* Ensure high productivity


* Keep your teams unblocked

* Ensure teams focus the right amount of energy on the right priorities

* Ensure our product backlog always defines the path to achieving our business goals

* Ensure your leads and their reports are happy, motivated and delivery at a high velocity&nbsp;









* Technical Input&nbsp;


* You will be expected to have a good understanding of the tech stacks for the Android platform


* Understand the technologies, behaviours, features and problem areas of the projects you manage

* Understand what your teams are working on and be able to have meaningful discussions and provide meaningful input to their work





* Provide technical input as and when needed, e.g.


* Guide tech designs&nbsp;

* Resolve difference in opinion in technical approach

* Ensure the right balance between simplicity, features and future proofing&nbsp;





* Lead by example and coach your team to meet the technical standards of the company









* Ensure Efficient Cross-Team Communications and Interactions&nbsp;


* Ensure cross-team projects are well specified and dependencies are well understood

* Ensure complex projects have clear owners and are well managed &ndash; manage large projects yourself when necessary.

* Communicate progress, needs and issues to other parts of the business and likewise ensure the business communicates the same back to you

* Understand broader business needs. Be able to wear a project managers hat when necessary. Help ensure a good overall tactical and strategic direction for your team and the company.








Role Requirements

Technical requirements:


* Expert Android&nbsp;developer

* Solid understanding of Java or Kotlin&nbsp;programming and APIs.

* Experienced with native technologies such as&nbsp;Dagger, Mockito, Espresso, MVP or EventBus

* Must have shipped several high quality apps for Android

* Expert in writing&nbsp;automated&nbsp;tests&nbsp;with a passion for writing well-tested code

* Passion for writing&nbsp;well-architected readable code&nbsp;that&rsquo;s easy to maintain by a team of several developers.




Other requirements:


* Several years of experience working as a development team lead, e.g. lead developer, Scrum master

* Several years of experience as a people manager &ndash; you can motivate, coach and train team members and know how to hold them accountable through regular feedback and formal performance reviews

* Several years of experience as a hiring manager, you&rsquo;ve hired, trained and promoted talents within your teams to work more effectively.

* Expert communicator &ndash; can absorb and distill information clearly and efficiently

* Strong sense of ownership and great communication skills.

* Security oriented mindset&nbsp;

* Hunger for learning new skills&nbsp;

* Great problem solver




Nice skills to have, but not required (if any)


* Experienced developer on at least one other platform

* Solid understanding of IP networking, including both low-level sockets programming and high-level application layer programming

* Experience working in multi-threaded environments.

* Experience with TDD and BDD




What we offer

* Challenging work in a fun and collaborative environment

* Attractive compensation and time-off benefits

* Spacious open-concept and centrally located offices

* Full-time employment with flexible working hours

* Fully stocked pantry with fresh fruit and snacks

* Team lunches and company events every quarter

* Multicultural teams represented by 30+ nationalities


 Apply now and work remotely at Network Guard"
2020-06-20 19:19:50-07:00,Skylight,Software Engineer,"['dev', 'engineer', 'digital nomad']","
Skylight (https://skylight.digital/) is at the forefront of a civic movement to reinvent how the government serves the public in a digital world. 
Were looking for a Software Engineer to join our talented team of technologists in driving this movement forward. 
Youll be a key part of our small, but rapidly growing team, which consists of former Presidential Innovation Fellows, founders of 18F, and members of the U.S. Digital Service. 
We work in small, fast, agile teams to create exceptional customer experiences and enduring solutions out of the governments most complex design and technology challenges. The work is challenging, but highly rewarding.

Benefits

We focus on supporting you in a variety of ways:
 * Competitive salary
 * Opportunities for an economic stake in the company's success
 * Performance bonuses, referral bonuses, publication bonuses, and public speaking bonuses
 * Medical insurance, dental insurance, vision insurance, short-term and long-term disability insurance, life insurance, dependent care FSA, healthcare FSA, and health savings account
 * Dollar-for-dollar 401(k) match up to 10% of your salary
 * Flexible paid-time-off policy (minimum of 29 days), which covers any type of leave (such as holiday, sick, and vacation) that you need or want to take
 * Minimum of 9 weeks paid time off for all eligible new birth, adoption, or foster parents
 * Annual $2,000 professional development allowance
 * Annual budget of up to $750 for tech-related purchases
 * Access up to $1,000 before payday to cover emergency expenses
 * Incentives for living in a HUBZone area (https://maps.certify.sba.gov/hubzone/map), including relocation assistance and a monthly stipend to help offset the cost of rent or mortgage
 * Remote-friendly work environment
 * An environment that empowers you to unleash your superpowers for public good
 

We participate in E-Verify and upon hire, will provide the federal government with your Form I-9 information to confirm that you are authorized to work in the U.S.
We're an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, national origin, ancestry, sex, sexual orientation, gender identity or expression, religion, age, pregnancy, disability, work-related injury, covered veteran status, political ideology, marital status, or any other factor that the law protects from employment discrimination.
 Apply now and work remotely at Skylight"
2020-06-20 13:59:31-07:00,VNN,Startup Developer,"['dev', 'digital nomad']","
&nbsp;We&rsquo;re looking for a Startup Developer with full stack skills.&nbsp;

What do we mean by ""Startup Developer""?

A startup developer is someone resourceful who can work in a fast paced environment often with little direction. A startup developer understands that will a small team you will be responsible for all of the work no matter the skill level, size or challenge.

As a developer at VNN you&rsquo;ll be working with a small team of three developers to ensure the successful execution of our technology strategy. You&rsquo;ll write good front-end and back-end code following best practices, including unit testing and code review. Your success on assignments will result from cultivating an ongoing relationship with operations, sales, marketing, technology partners and advertisers leveraging those unique insights to craft user experience.&nbsp;

Working with our tight-knit team, you won&rsquo;t have to worry about big company bureaucracy or not having an impact. The first project you work on will be launched to the VNN network within two months of starting and the code you work on will be used by thousands on a daily basis.&nbsp;

Signs that you're the one:

Above all, the perfect person for this position is or aspires to be a software professional as described here: What is a Full Stack developer?

If you&rsquo;d like to be part of the VNN team, include one of the &ldquo;layers of the full stack&rdquo; listed in this post in your introduction.


* Startup experience is lucrative for this position

* 2- 4 Years experience in PHP/MySQL&nbsp;

* Ability to use various flavors of JavaScript (ECMA 5-10, working in AngularJS, React, NodeJS)

* Ability to learn and script in various environments (Capistrano, Ansible, Shell scripts)

* Bachelor&rsquo;s degree (or other education/proof of knowledge) in a related/relevant field

* Passion for building software and solving complex problems

* Strong written and spoken communication skills needed for the success of a remote group that leverages Slack and Hangouts

* Understanding that problem solving is a team effort and is willing to ask for help when it&rsquo;s needed and will help others in our team learn and develop.

* Understand the balance between crafting a high quality, lasting solution and getting the job done.

* Ability to embrace the many different roles you will have to play in a start-up environment




Bonus:&nbsp;


* Interest in sports and/or sports related activities (Band, Booster Clubs, team mascot, etc. )&nbsp;

* Knowledge of cloud computing systems (AWS, Google Cloud, Azure, etc)

* Familiar with JIRA

* Familiar with GraphQL




In short, we want a team member with the technical skills required that can work with others and isn&rsquo;t afraid to be creative.&nbsp;

What are we going to offer you?

In exchange for your experience and incredible talent, we will provide you with


* Employer Sponsored Health Insurance

* Ability to work anywhere you can perform the job (100% remote)

* Flexible Schedule

* Unlimited Paid Time Off&nbsp;

* Fun and energetic work environment

* VNN will cover a Mac of your choosing with our computer reimbursement plan (the computer will be yours to keep)&nbsp;

* Endless opportunity for professional growth



 Apply now and work remotely at VNN"
2020-06-20 11:51:45-07:00,Defiant,Senior PHP Developer,"['dev', 'php', 'senior', 'digital nomad']","
NOTE: This is a remote position.&nbsp;

Defiant is a small, dynamic, fast-growing, and profitable company with loyal customers who love our products and services. We are the global leader in WordPress security, protecting over 3 million websites.

Are you excited about working for a technology company that is securing the web? Are you looking for full-time, flexible hours* working remotely from anywhere in the UK, Canada, United States, Australia, or New Zealand? If so, this may be your dream job!&nbsp;

*Required core hours of 10am - 2pm Pacific Time

Company Culture

You'll work with a talented and highly-motivated team that is friendly, fast-moving, self-managing, and highly capable with a sense of humor. Our team's family time is important; we won't typically require long hours when we can avoid it, which is almost always. Our entire team works remotely using Slack for casual interaction, &shy;so you can live practically anywhere in the World if you have an Internet connection. There's no micro-&shy;management here&mdash;we trust that you will see tasks through to completion and communicate with your fellow team members when needed or ask for help when needed.

At Defiant, &lsquo;trust&rsquo; is the attribute we value most highly among our team members. We need to know that you can grab a task, communicate clearly with stakeholders, and see the task to completion with superb attention to detail.

We use apps like Slack, FogBugz, GitHub, and Google Apps for our workflow.

Requirements

We must be able to trust that you can grab a bug, do a great job of implementing the required code and do it in a way that is scalable, secure, bug free and maintainable. Our release tempo is frequent, and we put a premium on our team being able to produce well engineered software. We're not a bureaucracy. The code you write will be deployed in short order on over 3 million websites and we need to ensure that our team continues to provide the high standard of engineering our customers have become accustomed to.

The specific skills we require for this position are:


* Significant development experience with PHP. You've written code that is not only secure but scales to a large number of users. Experience with Laravel is a strong plus.

* Production experience with MySQL. You've designed database schemas with an emphasis on scalability and performance.

* Experience working with large amounts of frequently updated data, and designing efficient schemas, is a plus.

* Experience with Apache, NGINX, HAProxy, and/or OpenResty. You've built apps on a LAMP/LEMP stack.

* Experience with HTML, CSS, and JS. Vue.js and/or Node.js experience is a strong plus.

* Working knowledge of Git and GitHub. You've collaborated with other developers on a project on GitHub.

* Experience using Linux systems. You're comfortable using the command line to troubleshoot issues on a server.

* Experience with AWS. You've built apps that run and scale in AWS.

* Understanding of common web vulnerabilities. You're able to identify vulnerabilities through code reviews.

* Experience with WordPress. You've written custom code that utilizes the WordPress API.

* A keen interest in infosec. Credentials like Security+, CISSP or other is a strong plus.

* Knowledge of other languages a strong plus.




All positions require a trial period of approximately 2-3 weeks with a minimum commitment of 10 hours per week. You will be paid for this short-term contract, and it will be used to evaluate whether both parties want to pursue an ongoing, regular employment relationship.

All offers of employment are contingent on successful completion of a background check. The results of the background check are considered as they relate to the position and do not automatically disqualify someone from a offer of employment with the company.

Benefits


* Full time telecommuting and flexible working hours, with a company that has been 100% remote for over 5 years.

* 100% employee premium and 50% of dependent premium paid by company for premier- level medical, dental, and vision insurance.

* 21 days PTO per year to start.

* 401(k) with a 4% Safe Harbor company match that is 100% vested immediately.

* Latest in laptop and workstation technology.

* Fitness stipend for a local gym membership or home fitness equipment.

* Paid training and study time for work-related training and certifications.

* College tuition reimbursement.




Diversity at Defiant

We value diversity and do not discriminate based on race, color, religion or creed, national origin or ancestry, sex, age, physical or mental disability, military or veteran status, gender identity or expression, marital status, sexual orientation, political ideology, economic status, parental status, or any other non-performance-related status.
 Apply now and work remotely at Defiant"
2020-06-20 11:22:56-07:00,Branding Brand,Sr Software Engineer Web Developer,"['dev', 'web dev', 'engineer', 'digital nomad']","
Are you a full stack developer with a strong desire to work on the world&rsquo;s most visible brands? Does collaborating alongside some of the smartest, most innovative people in the mobile industry excite you? Are you highly creative, technically-savvy, organized, and dedicated?

Branding Brand, the leading mobile commerce platform to top retailers, seeks best-in-breed developers for its Senior Software Engineer position. Our engineers have a burning passion and commitment to collaborative problem solving, sophisticated design, and quality. You will be responsible for working in an interdisciplinary team on a variety of large-scale mobile websites and apps that enrich the user experience.


&nbsp;
Responsibilities:


* Learn our proprietary platform technology for mobile websites that use the latest functionality in mobile innovations

* Work with senior developers and architects to produce world-class mobile web and native applications

* Contribute to the evolution of our technology

* Take web application projects from mock-ups to completion

* Develop mobile frameworks and toolkits

* Develop enterprise Node.js, React, and/or PHP applications

* Work closely with Quality Assurance Engineers and Account/Project Managers to communicate status of projects

* Work with bug tracking/project management software suites

* Develop and maintain automation tools for QA processes

* Create and maintain custom e-commerce monitoring tools

* Implement secure coding best practices and participate in ongoing security training and awareness





Qualifications:&nbsp;


* Strong background in web languages and technologies; Javascript, Node.js, React.js, PHP

* Understanding of OOP in Javascript and how it applies to code quality

* Transforming design mockups/wireframes into functional components

* Strong skill-set in creative problem solving

* Background in iOS and Android is a definite plus, but not required

* A solid foundation in Computer Science, with strong competencies in data structures, algorithms, and software design

* Prior experience in test-driven development is a plus

* Experience with Subversion and/or Git source control

* Experience with xUnit frameworks a plus

* Experience with bash/command line a plus

* Experience with RESTful APIs a plus



 Apply now and work remotely at Branding Brand"
2020-06-20 10:42:03-07:00,Tilda Research,Senior Software Engineer,"['dev', 'senior', 'engineer', 'digital nomad']","
Why work at Tilda?

* Create a product which will redefine medical innovation: Tilda is a fully-integrated clinical trial network. We help pharma innovators leverage our unprecedented data insights, to better execute their clinical trial programs. Thus, we have the chance to institute a meaningful impact on millions of lives. You can help us realize that goal.

* Work with some of the best engineers in the world: We are a team of repeat founders, who have built companies in cloud infrastructure, mobile security and life sciences. Our small team of founding engineers are passion driven, and have a long history of achievement.

* Tackle our most interesting and impactful problems: Our team is still small, and people wear many hats. You'd jump between product, marketing, internal tools, process &mdash; participating in every phase from inception to implementation. Absolutely no boredom.

* Join us at a magical time: We've hit revenue growth and product-market fit, which gives us a huge green field to work with. You'd join at the perfect time to shape what we build and how we grow.



About this Role

So, what will you do as a Software Engineer?


* You are comfortable building complex workflow management software

* You can architect&nbsp;full-stack and work on how to segregate backend API vs frontend

* You are familiar with how ERP software is built, and how to manage complex dependencies and workflows in software programming techniques

* You'll have a natural eye towards repetitive human processes, and figure ways to automate them. You'd be proficient at tying various service APIs together to create an automated workflows.




This might be for you if...


* You have experience scaling production software. You've worked on a product experiencing rapid growth and understand what needs to be done to scale to the next level.

* You can readily learn most technologies as you go. To you, technologies are about tools and tradeoffs, not an ideology.

* You care about the business implications of anything you build. You're not just going after cool stuff &mdash; you understand the balance between craft, speed, and the bottom line.

* You've spent meaningful time as a senior engineer or tech lead &mdash; or even better, you've managed a team before.




Bonus: You're fluent with Ruby on Rails, Postgres, Docker, Kubernetes.

Note: We are a remote-first company and are looking for team members who are comfortable with remote work. We are open to any region / timezone as long as you are self-motivated and can demonstrate a strong work ethic.
 Apply now and work remotely at Tilda Research"
2020-06-20 07:00:24-07:00,SpiderOak,Software Engineer Front End React,"['react', 'front end', 'dev', 'javascript']","
About SpiderOak

We want to change the world, and we&rsquo;ve already done it once. SpiderOak has been building encrypted software since before the first iPhone was released.

SpiderOak is committed to building secure and reliable software that protects our customers&rsquo; data. Our approach is fundamentally different from most mainstream security companies. Instead of adding layers of security on top of an insecure system, we build software that is inherently secure.

How are we different?

SpiderOak builds need-to-know technology that supports customers working in hostile environments. Traditional systems trust IT infrastructure to maintain the whole security system, even though the news is rife with evidence that this model does not work. Our software combines end to end encryption with a distributed ledger (aka Blockchain) technology to offer best-in-class security with no backdoors.

The Distributed Ledger, SpiderOak Model

A distributed ledger approach can provide compartmentalization of data that does not suffer from a single point of failure and is both fast and cost-effective. Compartments are defined using an irrefutable distributed ledger, enabling complete confidence in who is allowed to participate. Once the list of allowed users is defined, it becomes easy for those parties to negotiate shared encryption keys to secure the data being collaborated on.

Our approach allows for the instant provisioning of cryptographically secure collaboration spaces for use in scenarios where certainty about who has access to that space is a mission requirement.

About SpiderOak Engineering

Our Engineering team is comprised of passionate and creative people who are committed to the premise that complexity is the enemy of security. The problem of security will not be solved by layering on more band-aids, e.g. firewalls, packet inspection, two-factor authentication, etc... these actually add complexity by increasing the attack surface. We take a fundamentally different approach by removing the need to trust your infrastructure or your admins through the combination of


* Zero-trust systems and applied cryptography

* Distributed ledger




Our platform and applications &ndash; built on Go &ndash; enable our customers to collaborate and communicate securely, and we&rsquo;re looking for growing the team to help us turn this ambitious vision into reality. Our culture is focused on productivity and creativity, and we&rsquo;re committed to collaboration with our colleagues across the organization.

Job Description

Rather than bore you with a long description, let&rsquo;s cut to chase: your job is to create user interfaces using ReactJS, JavaScript, HTML and other front-end technologies. Integration examples currently include: networking, crypto, key store, file management, and push notifications&hellip; but the list might grow as the user needs evolve.

NOTE: Given the nature of our work, candidates must be US Citizens residing in the United States.
 Apply now and work remotely at SpiderOak"
2020-06-20 03:50:17-07:00,Scrapinghub,Erlang Developer,"['dev', 'erlang', 'digital nomad']","
Crawlera&nbsp;is a smart downloader designed specifically for web crawling and scraping, removing the headaches of proxy management. It is part of the Scrapinghub platform, the world&rsquo;s most comprehensive web crawling stack which powers crawls of over 8 billion pages per month.

As an Erlang developer you will help to ensure the robustness of our services. You will learn to investigate production issues on a server executing customer requests. You will be able to navigate a large code-base and find the least obstructive place for extensions. Beside the technicalities you will gain a holistic view of the product and ensure a greater usability of the system with every single task you complete. In this role, you will partake in brainstorming and delivering improvements to the core of Crawlera.

Job Responsibilities:


* Develop, maintain and support a high load distributed system.

* Analyze our current and historical Crawlera usage to augment and enhance its routing and rotation logic.

* Leverage the Scrapinghub platform to provide extended functionality, both to end users and for internal purposes.

* Identify and resolve performance and scalability issues with distributed crawling at scale.

* Liaison with other platform teams to provide Crawlera with the best possible integration to the growing Scrapinghub platform.




Job Requirements:


* 2+ years of production experience with Erlang.

* Strong communication in written and spoken English.

* Strong knowledge of Linux/UNIX, HTTP and Networking.




Desired Skills:


* Python or Golang experience.

* Familiarity with techniques and tools for crawling, extracting, and processing data.

* Knowledge of ELK, Graylog, Docker and Mesos.

* Strong record of open source activity

* Experience working with Lean principles and a Scrum SDLC



 Apply now and work remotely at Scrapinghub"
2020-06-20 00:00:20-07:00,PostEra,Software Developer,"['dev', 'digital nomad', 'y combinator']","


Skills: Django, Python, React, PostgreSQL, Amazon Web Services (AWS)




PostEra's work and research sits at the intersection of chemistry and machine learning. We are now leading an international effort to develop a COVID antiviral cure and need assistance in scaling up our efforts. The platform we have developed (https://postera.ai/covid) hosts drug design submissions from scientists around the world which PostEra then uses ML to select the most promising ideas.





We are looking for candidates with strong software and web dev backgrounds who also have experience/interest in deploying machine learning models. This will help us deliver on this important COVID initiative as well as build out our broader commercial offering -- a virtual 'Synthesis Laboratory'.





Key Skills we're looking for: Django, React, AWS and ideally/or PostGres.

 Apply now and work remotely at PostEra"
2020-06-19 22:21:30-07:00,Deep Consulting Solutions,Full Stack Software Engineer,"['full stack', 'dev', 'engineer', 'digital nomad']","
(Remote, Full-Time, Anywhere in the World)

We are looking for a skilled and passionate Full Stack Software Engineer to join our Tech Team to build and scale effective software solutions. We are in need of an enthusiastic&nbsp;self-starter with expertise in building highly functional&nbsp;solutions&nbsp;involving multiple systems using the Javascript (Node, Express, React stack).

What We Do

We work with niche companies in the US, Canada, the UK&nbsp;to restructure and automate their operation so that their businesses can grow 5-10x. We do that by effectively analyzing their business, streamlining their processes, and designing an effective automation solution that we then implement on our robust IT stack.

We make extensive use of technologies that help us accomplish results with less work &mdash; making everyone inside of our global organization more effective.&nbsp;

We heavily leverage:&nbsp;


* 

Amazon AWS's serverless technologies and microservices for our front-end, back-end, and mobile apps (Lambda, Amplify, Cognito, S3, etc.).


* 

Zoho's CRM and ERP Tools (Desk, Books, etc.).


* 

Vonage/Nexmo-based telephony and communications solutions (Vonage Business Phone, Nexmo Voice/SMS, OpenTalk, etc.).





We are always looking for new technologies and welcome team members adding things to our technology stack so we can deliver more results more effectively.&nbsp;

What You Will Do

As an Engineer, you will be responsible for delivering the solution as per requirements put together by our Creative and Business Analysis Teams. Depending on your level, you will be responsible for either the entire project (with other engineers working in your project team) or for a part of it.&nbsp;

Your ultimate&nbsp;deliverable will be to effectively build a solution that will be implemented in the client's business and run successfully going forward.

In doing so, you will:


* 

Design and architect complex solutions involving web apps (front+back), custom CRM/ERP's, programmable telephony, and occasionally mobile apps.


* 

Deliver and implement your solutions.


* 

Create effective monitoring of the solutions for effective usage and scalability.


* 

Do anything else you deem necessary to accomplish your result.





Requirements

You are:


* 

Responsible and driven by results.


* 

Genuinely interested in technology.


* 

Willing to learn, grow, and admit mistakes.


* 

Able to communicate with other people on the project's team effectively.





You&nbsp;have:


* 

A solid knowledge of Node.js, React, Express, and TypeScript.


* 

Experience with complex SQL and NoSQL databases.


* 

Experience with APIs to connect complex applications.


* 

Effective written and verbal English to communicate with our international team.


* 

Basic understanding of DevOps and SDLC to cooperate with other developers in building the product.





Will be a good plus:


* 

Experience with Amazon AWS, serverless technologies, and microservices on its platform.


* 

Experience with CRM and ERP systems such as Zoho and others.





What We Offer


* 

Results-Focused Approach to Work





We do not look at people's activities, the number of lines of code written, etc., as the measure of success. We look strictly at the results&nbsp;in effectively delivered products.&nbsp;


* 

Results Based Compensation Schedule





There is base pay and project bonus pay. Base pay varies significantly by the Engineer's level of ability and responsibility (Lead/Associate/Assistant) that the Engineer takes on projects - this level is reassessed after every project that the Engineer completes. Projects upon completion are rewarded with a bonus - bonus depends on the delivery of all requirements assigned to the Engineer, timeliness of delivery, rate of errors, and the amount of management attention needed in the project. Engineers who can deliver functional solutions that match requirements quickly and with little management action to correct errors get the best rewards and promotions in the organization.


* 

Freely Arranged Schedule





You decide when you want to work. What we expect from you are results. There is a daily stand-up call &mdash; but outside of it, you can manage your schedule as you prefer.


* 

Work as an Engineer, Not Just a Coder





Our Engineers work to build solutions and not just to write code. You will have freedom in how you want to&nbsp;architect the solutions you are making and we will heavily encourage initiative on your part.


* 

Growth Within Our Organization





We are a dynamic and growing organization with a team spread around multiple continents. If you prove yourself as a responsible, driven and motivated individual, there will be opportunities for you to lead projects and manage tech teams.

Our candidate selection process is designed to assess people strictly by their merit. We do not make you go through a long round of interviews, instead, we follow a straight-forward sequence:

1.&nbsp;Job Application Form.

2.&nbsp;Online Skills Assessment.

3.&nbsp;Interview.

4.&nbsp;Paid Practical Assignment.

5. Evaluation and Offer.
 Apply now and work remotely at Deep Consulting Solutions"
2020-06-19 14:21:58-07:00,Cypress.io,Senior Javascript Developer,"['dev', 'javascript', 'senior', 'digital nomad']","
Cypress is ambitiously changing the status quo of testing on the web with our next-generation open source Test Runner and a Dashboard Service that enable an unprecedented developer experience. Our mission is focused squarely on making testing faster, easier, and more approachable than ever before.

Cypress is remote-friendly, and we frequently hire directly from our own passionate user base. As a developer, you&rsquo;ll help build tools or services that immediately impact the workflow of thousands of organizations and tens of thousands of developers using Cypress around the world.

Our stack &amp; process


* 

Our entire product-stack and codebase is written in JavaScript and TypeScript.


* 

Our backend is written using Node, including REST based microservices and GraphQL API&rsquo;s.


* 

We use PostgreSQL as our primary datastore.


* 

We use Redis to power our queueing system and also utilize it for caching.


* 

Many of our core products are open source, and your public contributions will be visible to the community.


* 

We care deeply about code quality and ensure everything we release is reviewed and well-tested in our CI pipeline.


* 

We are an engineering lead company at our core, which means we encourage all team members to lead a proposal process for introducing new ideas and features managed entirely in Github.





Responsibilities


* 

Develop new features, enhance existing features, and implement bug fixes in existing code in both the Cypress Test Runner and Dashboard.


* 

Write lots of unit and integration tests.


* 

Build highly performant web applications using Node.js and JavaScript.


* 

Self document development processes.


* 

Scope, estimate, and prioritize work.


* 

Peer review others code and give actionable feedback.


* 

Conduct demos and/or presentations to developers about our product and its use.





Requirements


* 

Be passionate about quality software development.


* 

Have experience developing highly performing web applications using Node.js and JavaScript.


* 

Be proficient in writing test-driven code and excited about unit testing.


* 

Comfortable giving demos, presentations, and guiding developers through testing methodologies.


* 

Aware of cutting edge technology and tooling.


* 

Value and understand the importance of open source and be comfortable commiting to a largely open source codebase.


* 

Experience architecting applications and code that is tested, scalable, and performant.


* 

Ability to research and make decisions on your own about best technologies to utilize for new projects.


* 

Have a deep understanding of how the DOM works, web tooling, debugging, and memory profiling.


* 

Learn fast and thrive in a constantly changing environment.


* 

Be a self starter and take the initiative to complete tasks with minimal supervision.





Cypress is an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

To apply:
Visit:&nbsp;http://smrtr.io/5gY9Vw
 Apply now and work remotely at Cypress.io"
2020-06-19 14:04:44-07:00,PaperClip orporated,Senior Software Engineer,"['dev', 'senior', 'engineer', 'digital nomad']","
This is a great position for the ambitious person that excels in a fast paced small-team environment and enjoys rapid, agile application development where the customer and market needs are continually evolving.

As a part of a small team you will be responsible for enhancing and evolving our cloud software services.&nbsp; This position welcomes creative thinking with the goal of creating exceptional products for our growing customer base and the markets we serve.

Responsibilities Include:


* Software architecture, design and implementation

* Develop, build and maintain multi-tiered software systems in Microsoft Azure

* Analyze issues with performance, faults and operation as identified by our QA department and/or customers




This is a work from home position.

Skills &amp; Requirements

Qualifications:


* Bachelor degree in Computer Science / Engineering and 5+ years of software development experience

* U.S. citizenship required

* Must pass a security background check.




Required skills:


* Full Stack software development using C#.Net, ASP.Net, MVC, Angular

* SQL programming, Entity Framework, Microsoft SQL Server

* Microsoft Visual Studio and Azure DevOps

* Ability to excel in a fast-paced, lean, entrepreneurial work environment

* Must be able to work independently and remotely

* Must be detail oriented with good oral and written communication skills




Additional Desirable Skills:


* Experience&nbsp;with Microsoft Azure Cloud Services



 Apply now and work remotely at PaperClip orporated"
2020-06-19 12:27:12-07:00,Charidy,Full Stack Developer,"['full stack', 'dev', 'digital nomad']","
Charidy is seeking a remote Full Stack Developer to join our NYC-based team. This person will have the opportunity to use cutting-edge technologies to expand our charitable fundraising platform. 

To date, Charidy has raised more than half a billion dollars for nonprofits. We are dedicated to growing that number, so we need a Full Stack Developer who is passionate about our mission and excited about making awesome products -- both technically and aesthetically. Sound like you? Drop us a line.

Tech Stack Highlights:

Backend: Golang,&nbsp;MySQL, Memcached, Elastic search, RESTful API, PHP&nbsp;

Frontend: JavaScript, Vuejs/Nuxt,&nbsp;JQuery&nbsp;

Administration: Unix, nginx, Docker, AWS, Gitlab (CI/CD)&nbsp;

You Have:


* 2-3 years experience in front-end development (JS, JQuery, HTML, CSS) and frameworks (VueJS/Nuxt, Angular, React)

* 2-3 years experience in back-end development and frameworks (Go, RESTful API, Elastic search, MySQL)

* Strong background in UI best practices and design methodologies

* Experience with code versioning tools (Git) and modern full stack build pipelines and tools

* Professional fluency in English&nbsp;

* Excellent written and verbal communication skills

* Degree in Computer Science or equivalent professional experience




You Will:


* Write DRY, modular, reusable code that translates UI/UX designs into first-class web applications

* Participate in architecture and implementation design/planning

* Test and debug code

* Optimize applications for speed and scalability

* Collaborate with other team members and stakeholders to improve usability

* Stay up-to-date on emerging technologies

* Implement responsive design using BootStrap with HTML and CSS

* Collect feedback and build solutions for both users and customers



 Apply now and work remotely at Charidy"
2020-06-19 09:30:48-07:00,PSP Media,Senior Software Engineer,"['dev', 'senior', 'engineer', 'digital nomad']",Not Found
2020-06-19 08:40:20-07:00,Oscatel,Full Stack Developer Node.js Python Go Autonomy Flexibility New Team,"['python', 'full stack', 'dev', 'javascript']",Not Found
2020-06-19 06:21:49-07:00,Curotec,Wordpress Developer,"['wordpress', 'dev', 'digital nomad']",Not Found
2020-06-19 05:44:11-07:00,Castor,Software Engineer,"['dev', 'engineer', 'digital nomad']",Not Found
2020-06-19 04:09:34-07:00,Fretello,IOS Developer,"['ios', 'dev', 'digital nomad', 'ios']",Not Found
2020-06-19 03:34:40-07:00,REBEL Recruiting UG,Ruby Entwickler Für Insure Tech Unternehmen,"['dev', 'ruby', 'digital nomad', 'ruby']",Not Found
2020-06-19 02:45:08-07:00,EverQuote,Senior Software Engineer,"['dev', 'senior', 'engineer', 'digital nomad']",Not Found
2020-06-19 02:11:52-07:00,Toptal,Freelance Java Developer – Full-time,"['java', 'dev', 'digital nomad', 'full time']",Not Found
2020-06-19 00:08:08-07:00,Publicare Marketing Communications,PHP Javascript Entwickler Mit Einem Faible Für Datenprozesse,"['dev', 'javascript', 'php', 'digital nomad']",Not Found
2020-06-18 20:14:45-07:00,LIBERA,Software Engineer,"['dev', 'engineer', 'digital nomad']",Not Found
2020-06-18 19:04:11-07:00,Backtracks,Senior Python Developer,"['python', 'dev', 'senior', 'digital nomad']",Not Found
2020-06-18 12:24:25-07:00,OliBank,Security Developer,"['infosec', 'dev', 'digital nomad']",Not Found
